"","Strain_Type","Position","Name","Description","Species","Highest_Value","no_N","Value_minus_no_N","max_OD","growth","adjusted_value_col","derivative","max_derivative","Treatment","timepoints","maxOD_before","growth_before"
"6140",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.0613,0.0608,5e-04,0.7172,1,0.0105,NA,0.0809748448770486,Proline + C,0,1.0466,1
"6141",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.0661,0.0626,0.0035,0.7172,1,0.0135,0.0809748448770486,0.0809748448770486,Proline + C,3.10361111111111,1.0466,1
"6142",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.067,0.0673,0,0.7172,1,0.01,-0.0161101150103071,0.0809748448770486,Proline + C,21.7319444444444,1.0466,1
"6143",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.0691,0.0728,0,0.7172,1,0.01,0,0.0809748448770486,Proline + C,27.0533333333333,1.0466,1
"6144",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.0816,0.1073,0,0.7172,1,0.01,0,0.0809748448770486,Proline + C,45.5575,1.0466,1
"6145",X298,G5,F2R02,Vibrionales,Vibrio splendidus,0.0905,0.1284,0,0.7172,1,0.01,0,0.0809748448770486,Proline + C,49.4491666666667,1.0466,1
"6146",X298,G5,F2R02,Vibrionales,Vibrio splendidus,1.0466,0.3294,0.7172,0.7172,1,0.7272,0.0638599435530132,0.0809748448770486,Proline + C,116.574444444444,1.0466,1
"6147",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.0707,0.0626,0.0081,0.6402,1,0.0181,NA,0.0621925905274662,Proline + C,0,1.0442,1
"6148",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.0622,0.0612,0.001,0.6402,1,0.011,-0.160463617265217,0.0621925905274662,Proline + C,3.10361111111111,1.0442,1
"6149",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.0646,0.0662,0,0.6402,1,0.01,-0.00511640940168157,0.0621925905274662,Proline + C,21.7319444444444,1.0442,1
"6150",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.0678,0.0818,0,0.6402,1,0.01,0,0.0621925905274662,Proline + C,27.0533333333333,1.0442,1
"6151",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.0874,0.2396,0,0.6402,1,0.01,0,0.0621925905274662,Proline + C,45.5575,1.0442,1
"6152",X300,G6,F2R05,Vibrionales,Vibrio splendidus,0.1,0.2784,0,0.6402,1,0.01,0,0.0621925905274662,Proline + C,49.4491666666667,1.0442,1
"6153",X300,G6,F2R05,Vibrionales,Vibrio splendidus,1.0442,0.404,0.6402,0.6402,1,0.6502,0.0621925905274662,0.0621925905274662,Proline + C,116.574444444444,1.0442,1
"6154",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.064,0.0692,0,0.00319999999999999,0,0,0,0,Proline + C,0,0.1811,1
"6155",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.0646,0.0623,0.0023,0.00319999999999999,0,0.0023,0,0,Proline + C,3.10361111111111,0.1811,1
"6156",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.0656,0.0626,0.003,0.00319999999999999,0,0.003,0,0,Proline + C,21.7319444444444,0.1811,1
"6157",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.0656,0.0648,0.000800000000000009,0.00319999999999999,0,0.000800000000000009,0,0,Proline + C,27.0533333333333,0.1811,1
"6158",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.0669,0.0662,0.000700000000000006,0.00319999999999999,0,0.000700000000000006,0,0,Proline + C,45.5575,0.1811,1
"6159",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.0701,0.0669,0.00319999999999999,0.00319999999999999,0,0.00319999999999999,0,0,Proline + C,49.4491666666667,0.1811,1
"6160",X302,G7,F2R13,Rhodobacterales,Shimia thalassica,0.1811,0.2252,0,0.00319999999999999,0,0,0,0,Proline + C,116.574444444444,0.1811,1
"6161",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.0649,0.0647,0.000200000000000006,0.2372,1,0.0102,NA,0.0477854653087393,Proline + C,0,0.4876,1
"6162",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.0656,0.0641,0.0015,0.2372,1,0.0115,0.0386515290686765,0.0477854653087393,Proline + C,3.10361111111111,0.4876,1
"6163",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.0677,0.0655,0.00219999999999999,0.2372,1,0.0122,0.0031719915739468,0.0477854653087393,Proline + C,21.7319444444444,0.4876,1
"6164",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.0719,0.0674,0.0045,0.2372,1,0.0145,0.0324563194484705,0.0477854653087393,Proline + C,27.0533333333333,0.4876,1
"6165",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.1107,0.108,0.00270000000000001,0.2372,1,0.0127,-0.00716307080181849,0.0477854653087393,Proline + C,45.5575,0.4876,1
"6166",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.1237,0.1282,0,0.2372,1,0.01,-0.0614176189645825,0.0477854653087393,Proline + C,49.4491666666667,0.4876,1
"6167",X304,G8,F3M04,Flavobacteriales,Zobellia uliginosa,0.4876,0.2504,0.2372,0.2372,1,0.2472,0.0477854653087393,0.0477854653087393,Proline + C,116.574444444444,0.4876,1
"6168",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.0637,0.0657,0,0.0059,0,0,0,0,Proline + C,0,0.468,1
"6169",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.0703,0.0644,0.0059,0.0059,0,0.0059,0,0,Proline + C,3.10361111111111,0.468,1
"6170",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.0804,0.0792,0.00119999999999999,0.0059,0,0.00119999999999999,0,0,Proline + C,21.7319444444444,0.468,1
"6171",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.0863,0.0877,0,0.0059,0,0,0,0,Proline + C,27.0533333333333,0.468,1
"6172",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.1338,0.1524,0,0.0059,0,0,0,0,Proline + C,45.5575,0.468,1
"6173",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.1371,0.1737,0,0.0059,0,0,0,0,Proline + C,49.4491666666667,0.468,1
"6174",X306,G9,F3M06,Alteromonadales,Alteromonas stellipolaris,0.468,0.6522,0,0.0059,0,0,0,0,Proline + C,116.574444444444,0.468,1
"6175",X308,G10,F3M07,Alteromonadales,NA,0.0595,0.0591,0.000399999999999998,0.2535,1,0.0104,NA,0.0694099542462255,Proline + C,0,0.472,1
"6176",X308,G10,F3M07,Alteromonadales,NA,0.0644,0.0615,0.0029,0.2535,1,0.0129,0.0694099542462255,0.0694099542462255,Proline + C,3.10361111111111,0.472,1
"6177",X308,G10,F3M07,Alteromonadales,NA,0.0629,0.0625,0.000399999999999998,0.2535,1,0.0104,-0.0115641856609269,0.0694099542462255,Proline + C,21.7319444444444,0.472,1
"6178",X308,G10,F3M07,Alteromonadales,NA,0.0648,0.0642,0.000600000000000003,0.2535,1,0.0106,0.00357955326483808,0.0694099542462255,Proline + C,27.0533333333333,0.472,1
"6179",X308,G10,F3M07,Alteromonadales,NA,0.0697,0.0675,0.00219999999999999,0.2535,1,0.0122,0.00759731325131393,0.0694099542462255,Proline + C,45.5575,0.472,1
"6180",X308,G10,F3M07,Alteromonadales,NA,0.0736,0.0677,0.0059,0.2535,1,0.0159,0.0680641946433342,0.0694099542462255,Proline + C,49.4491666666667,0.472,1
"6181",X308,G10,F3M07,Alteromonadales,NA,0.472,0.2185,0.2535,0.2535,1,0.2635,0.0418282702389762,0.0694099542462255,Proline + C,116.574444444444,0.472,1
"6182",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.0638,0.0691,0,0.1617,1,0.01,NA,0.130643013442172,Proline + C,0,0.4981,1
"6183",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.0667,0.0617,0.005,0.1617,1,0.015,0.130643013442172,0.130643013442172,Proline + C,3.10361111111111,0.4981,1
"6184",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.0751,0.08,0,0.1617,1,0.01,-0.021766043201655,0.130643013442172,Proline + C,21.7319444444444,0.4981,1
"6185",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.0786,0.0861,0,0.1617,1,0.01,0,0.130643013442172,Proline + C,27.0533333333333,0.4981,1
"6186",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.1093,0.1373,0,0.1617,1,0.01,0,0.130643013442172,Proline + C,45.5575,0.4981,1
"6187",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.1376,0.1756,0,0.1617,1,0.01,0,0.130643013442172,Proline + C,49.4491666666667,0.4981,1
"6188",X310,G11,F3M13,Alteromonadales,Alteromonas stellipolaris,0.4981,0.3364,0.1617,0.1617,1,0.1717,0.0423560805859433,0.130643013442172,Proline + C,116.574444444444,0.4981,1
"6189",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.0697,0.0618,0.0079,1.5759,1,0.0179,NA,0.0722578435202206,Proline + C,0,1.6994,1
"6190",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.0749,0.0625,0.0124,1.5759,1,0.0224,0.0722578435202206,0.0722578435202206,Proline + C,3.10361111111111,1.6994,1
"6191",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.0988,0.0667,0.0321,1.5759,1,0.0421,0.0338724227517585,0.0722578435202206,Proline + C,21.7319444444444,1.6994,1
"6192",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.1159,0.0793,0.0366,1.5759,1,0.0466,0.0190838900451925,0.0722578435202206,Proline + C,27.0533333333333,1.6994,1
"6193",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.1649,0.0974,0.0675,1.5759,1,0.0775,0.0274898840023977,0.0722578435202206,Proline + C,45.5575,1.6994,1
"6194",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,0.1622,0.1075,0.0547,1.5759,1,0.0647,-0.046385456493134,0.0722578435202206,Proline + C,49.4491666666667,1.6994,1
"6195",X312,G12,G1M15,Vibrionales,Photobacterium sanguinicancri,1.6994,0.1235,1.5759,1.5759,1,1.5859,0.0476593356915209,0.0722578435202206,Proline + C,116.574444444444,1.6994,1
"6196",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.0645,0.0631,0.0014,0.101,1,0.0114,NA,0.0559646967848259,Proline + C,0,0.3578,1
"6197",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.064,0.0645,0,0.101,1,0.01,-0.0422180027443886,0.0559646967848259,Proline + C,3.10361111111111,0.3578,1
"6198",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.0689,0.0684,5e-04,0.101,1,0.0105,0.00261913738048302,0.0559646967848259,Proline + C,21.7319444444444,0.3578,1
"6199",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.0731,0.0709,0.00219999999999999,0.101,1,0.0122,0.0281995354425347,0.0559646967848259,Proline + C,27.0533333333333,0.3578,1
"6200",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.1034,0.0834,0.02,0.101,1,0.03,0.0486248014369527,0.0559646967848259,Proline + C,45.5575,0.3578,1
"6201",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.1145,0.0872,0.0273,0.101,1,0.0373,0.0559646967848259,0.0559646967848259,Proline + C,49.4491666666667,0.3578,1
"6202",X340,H2,G2R05,Flavobacteriales,Cellulophaga sp002813425,0.3578,0.2568,0.101,0.101,1,0.111,0.0162462921683967,0.0559646967848259,Proline + C,116.574444444444,0.3578,1
"6203",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.0702,0.0682,0.002,0.1914,1,0.012,NA,0.0803776152039471,Proline + C,0,0.3375,1
"6204",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.0702,0.0648,0.0054,0.1914,1,0.0154,0.0803776152039471,0.0803776152039471,Proline + C,3.10361111111111,0.3375,1
"6205",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.0761,0.0672,0.00890000000000001,0.1914,1,0.0189,0.0109937056086256,0.0803776152039471,Proline + C,21.7319444444444,0.3375,1
"6206",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.0782,0.0687,0.00950000000000001,0.1914,1,0.0195,0.00587300499111431,0.0803776152039471,Proline + C,27.0533333333333,0.3375,1
"6207",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.1058,0.076,0.0298,0.1914,1,0.0398,0.0385563132656982,0.0803776152039471,Proline + C,45.5575,0.3375,1
"6208",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.121,0.0766,0.0444,0.1914,1,0.0544,0.0802990770633417,0.0803776152039471,Proline + C,49.4491666666667,0.3375,1
"6209",X342,H3,G2R07,Flavobacteriales,Cellulophaga sp002813425,0.3375,0.1461,0.1914,0.1914,1,0.2014,0.019499790090342,0.0803776152039471,Proline + C,116.574444444444,0.3375,1
"6210",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.0666,0.0635,0.00310000000000001,0.3247,1,0.0131,NA,0.227004117965296,Proline + C,0,0.6421,1
"6211",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.0791,0.0626,0.0165,0.3247,1,0.0265,0.227004117965296,0.227004117965296,Proline + C,3.10361111111111,0.6421,1
"6212",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.0707,0.0729,0,0.3247,1,0.01,-0.0523159867584216,0.227004117965296,Proline + C,21.7319444444444,0.6421,1
"6213",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.0766,0.0902,0,0.3247,1,0.01,0,0.227004117965296,Proline + C,27.0533333333333,0.6421,1
"6214",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.1034,0.2217,0,0.3247,1,0.01,0,0.227004117965296,Proline + C,45.5575,0.6421,1
"6215",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.1336,0.2521,0,0.3247,1,0.01,0,0.227004117965296,Proline + C,49.4491666666667,0.6421,1
"6216",X148,D2,G2R10,Vibrionales,Vibrio splendidus,0.6421,0.3174,0.3247,0.3247,1,0.3347,0.0522999625691747,0.227004117965296,Proline + C,116.574444444444,0.6421,1
"6217",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.0615,0.0634,0,0,0,0,0,0,Proline + C,0,0.2943,1
"6218",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.0637,0.0691,0,0,0,0,0,0,Proline + C,3.10361111111111,0.2943,1
"6219",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.0649,0.0712,0,0,0,0,0,0,Proline + C,21.7319444444444,0.2943,1
"6220",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.066,0.0727,0,0,0,0,0,0,Proline + C,27.0533333333333,0.2943,1
"6221",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.0676,0.0765,0,0,0,0,0,0,Proline + C,45.5575,0.2943,1
"6222",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.0723,0.0781,0,0,0,0,0,0,Proline + C,49.4491666666667,0.2943,1
"6223",X344,H4,G2R13,Rhodobacterales,Shimia thalassica,0.2943,0.5009,0,0,0,0,0,0,Proline + C,116.574444444444,0.2943,1
"6224",X346,H5,G3M07,Alteromonadales,NA,0.069,0.0692,0,0.2026,1,0.01,NA,0.11183379630676,Proline + C,0,0.4876,1
"6225",X346,H5,G3M07,Alteromonadales,NA,0.0647,0.0664,0,0.2026,1,0.01,0,0.11183379630676,Proline + C,3.10361111111111,0.4876,1
"6226",X346,H5,G3M07,Alteromonadales,NA,0.0674,0.071,0,0.2026,1,0.01,0,0.11183379630676,Proline + C,21.7319444444444,0.4876,1
"6227",X346,H5,G3M07,Alteromonadales,NA,0.072,0.0724,0,0.2026,1,0.01,0,0.11183379630676,Proline + C,27.0533333333333,0.4876,1
"6228",X346,H5,G3M07,Alteromonadales,NA,0.149,0.0798,0.0692,0.2026,1,0.0792,0.11183379630676,0.11183379630676,Proline + C,45.5575,0.4876,1
"6229",X346,H5,G3M07,Alteromonadales,NA,0.1853,0.0864,0.0989,0.2026,1,0.1089,0.081829652535812,0.11183379630676,Proline + C,49.4491666666667,0.4876,1
"6230",X346,H5,G3M07,Alteromonadales,NA,0.4876,0.285,0.2026,0.2026,1,0.2126,0.00996617754318484,0.11183379630676,Proline + C,116.574444444444,0.4876,1
"6231",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.0638,0.0706,0,0.0510999999999999,0,0,0,0,Proline + C,0,0.5951,1
"6232",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.0641,0.0693,0,0.0510999999999999,0,0,0,0,Proline + C,3.10361111111111,0.5951,1
"6233",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.0847,0.0786,0.00609999999999999,0.0510999999999999,0,0.00609999999999999,0,0,Proline + C,21.7319444444444,0.5951,1
"6234",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.0989,0.0835,0.0154,0.0510999999999999,0,0.0154,0,0,Proline + C,27.0533333333333,0.5951,1
"6235",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.1876,0.1635,0.0241,0.0510999999999999,0,0.0241,0,0,Proline + C,45.5575,0.5951,1
"6236",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.1964,0.1976,0,0.0510999999999999,0,0,0,0,Proline + C,49.4491666666667,0.5951,1
"6237",X348,H6,G3M13,Alteromonadales,Alteromonas_B sp002729795,0.5951,0.544,0.0510999999999999,0.0510999999999999,0,0.0510999999999999,0,0,Proline + C,116.574444444444,0.5951,1
"6238",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.0714,0.0651,0.0063,0.6009,1,0.0163,NA,0.122177016274771,Proline + C,0,0.7955,1
"6239",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.0637,0.0701,0,0.6009,1,0.01,-0.157423078255367,0.122177016274771,Proline + C,3.10361111111111,0.7955,1
"6240",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.0955,0.0743,0.0212,0.6009,1,0.0312,0.0610807731137903,0.122177016274771,Proline + C,21.7319444444444,0.7955,1
"6241",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.1297,0.0801,0.0496,0.6009,1,0.0596,0.121629426597125,0.122177016274771,Proline + C,27.0533333333333,0.7955,1
"6242",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.6687,0.1071,0.5616,0.6009,1,0.5716,0.122177016274771,0.122177016274771,Proline + C,45.5575,0.7955,1
"6243",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.7162,0.1153,0.6009,0.6009,1,0.6109,0.0170862099186318,0.122177016274771,Proline + C,49.4491666666667,0.7955,1
"6244",X350,H7,I1M15,Pseudomonadales,Neptunomonas phycophila,0.7955,0.3675,0.428,0.6009,1,0.438,-0.00495661813692222,0.122177016274771,Proline + C,116.574444444444,0.7955,1
"6245",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.0655,0.0643,0.00120000000000001,0.5267,1,0.0112,NA,0.141293443460164,Proline + C,0,0.6395,1
"6246",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.0707,0.0704,0.000299999999999995,0.5267,1,0.0103,-0.0269911016768689,0.141293443460164,Proline + C,3.10361111111111,0.6395,1
"6247",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.1433,0.0756,0.0677,0.5267,1,0.0777,0.108475155881078,0.141293443460164,Proline + C,21.7319444444444,0.6395,1
"6248",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.2341,0.0793,0.1548,0.5267,1,0.1648,0.141293443460164,0.141293443460164,Proline + C,27.0533333333333,0.6395,1
"6249",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.5815,0.1046,0.4769,0.5267,1,0.4869,0.0585449842312966,0.141293443460164,Proline + C,45.5575,0.6395,1
"6250",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.6395,0.1128,0.5267,0.5267,1,0.5367,0.0250228306623027,0.141293443460164,Proline + C,49.4491666666667,0.6395,1
"6251",X352,H8,I1R14,Alteromonadales,Pseudoalteromonas carrageenovora,0.5082,0.2389,0.2693,0.5267,1,0.2793,-0.00973035535724639,0.141293443460164,Proline + C,116.574444444444,0.6395,1
"6252",X354,H9,I2M14,Pseudomonadales,NA,0.0623,0.0633,0,0.5074,1,0.01,NA,0.16146544297479,Proline + C,0,0.6482,1
"6253",X354,H9,I2M14,Pseudomonadales,NA,0.0628,0.0717,0,0.5074,1,0.01,0,0.16146544297479,Proline + C,3.10361111111111,0.6482,1
"6254",X354,H9,I2M14,Pseudomonadales,NA,0.0656,0.0719,0,0.5074,1,0.01,0,0.16146544297479,Proline + C,21.7319444444444,0.6482,1
"6255",X354,H9,I2M14,Pseudomonadales,NA,0.066,0.0727,0,0.5074,1,0.01,0,0.16146544297479,Proline + C,27.0533333333333,0.6482,1
"6256",X354,H9,I2M14,Pseudomonadales,NA,0.101,0.0831,0.0179,0.5074,1,0.0279,0.0554492193199698,0.16146544297479,Proline + C,45.5575,0.6482,1
"6257",X354,H9,I2M14,Pseudomonadales,NA,0.125,0.0827,0.0423,0.5074,1,0.0523,0.16146544297479,0.16146544297479,Proline + C,49.4491666666667,0.6482,1
"6258",X354,H9,I2M14,Pseudomonadales,NA,0.6482,0.1408,0.5074,0.5074,1,0.5174,0.0341424270342427,0.16146544297479,Proline + C,116.574444444444,0.6482,1
"6259",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.0706,0.0719,0,0.7765,1,0.01,NA,0.119111409574092,Proline + C,0,1.3125,1
"6260",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.0718,0.0696,0.00220000000000001,0.7765,1,0.0122,0.0640708038559558,0.119111409574092,Proline + C,3.10361111111111,1.3125,1
"6261",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.188,0.0858,0.1022,0.7765,1,0.1122,0.119111409574092,0.119111409574092,Proline + C,21.7319444444444,1.3125,1
"6262",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.2473,0.106,0.1413,0.7765,1,0.1513,0.0561848859289331,0.119111409574092,Proline + C,27.0533333333333,1.3125,1
"6263",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.694,0.2256,0.4684,0.7765,1,0.4784,0.062212073776651,0.119111409574092,Proline + C,45.5575,1.3125,1
"6264",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,0.8038,0.2498,0.554,0.7765,1,0.564,0.0422973144826476,0.119111409574092,Proline + C,49.4491666666667,1.3125,1
"6265",X356,H10,I2M16,Pseudomonadales,Neptunomonas phycophila,1.3125,0.536,0.7765,0.7765,1,0.7865,0.00495399768923359,0.119111409574092,Proline + C,116.574444444444,1.3125,1
"6266",X360,H12,I2M19,Flavobacteriales,NA,0.0672,0.0635,0.00369999999999999,0.1901,1,0.0137,NA,0.124145504245189,Proline + C,0,0.2845,1
"6267",X360,H12,I2M19,Flavobacteriales,NA,0.0754,0.068,0.00739999999999999,0.1901,1,0.0174,0.0770310341171623,0.124145504245189,Proline + C,3.10361111111111,0.2845,1
"6268",X360,H12,I2M19,Flavobacteriales,NA,0.0772,0.0674,0.0098,0.1901,1,0.0198,0.00693630123360512,0.124145504245189,Proline + C,21.7319444444444,0.2845,1
"6269",X360,H12,I2M19,Flavobacteriales,NA,0.0782,0.0667,0.0115,0.1901,1,0.0215,0.0154792290420869,0.124145504245189,Proline + C,27.0533333333333,0.2845,1
"6270",X360,H12,I2M19,Flavobacteriales,NA,0.0835,0.0708,0.0127,0.1901,1,0.0227,0.00293512214476413,0.124145504245189,Proline + C,45.5575,0.2845,1
"6271",X360,H12,I2M19,Flavobacteriales,NA,0.0969,0.0701,0.0268,0.1901,1,0.0368,0.124145504245189,0.124145504245189,Proline + C,49.4491666666667,0.2845,1
"6272",X360,H12,I2M19,Flavobacteriales,NA,0.2845,0.0944,0.1901,0.1901,1,0.2001,0.0252262553314213,0.124145504245189,Proline + C,116.574444444444,0.2845,1
"6273",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.0642,0.064,0.000199999999999992,0.0507,0,0.000199999999999992,0,0,Proline + C,0,0.508,1
"6274",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.0629,0.0621,0.000799999999999995,0.0507,0,0.000799999999999995,0,0,Proline + C,3.10361111111111,0.508,1
"6275",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.0717,0.0891,0,0.0507,0,0,0,0,Proline + C,21.7319444444444,0.508,1
"6276",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.0797,0.1173,0,0.0507,0,0,0,0,Proline + C,27.0533333333333,0.508,1
"6277",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.1525,0.2929,0,0.0507,0,0,0,0,Proline + C,45.5575,0.508,1
"6278",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.176,0.3324,0,0.0507,0,0,0,0,Proline + C,49.4491666666667,0.508,1
"6279",X258,F9,YB2,Vibrionales,Vibrio coralliilyticus,0.508,0.4573,0.0507,0.0507,0,0.0507,0,0,Proline + C,116.574444444444,0.508,1
"6280",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.0619,0.0619,0,0.7338,1,0.01,NA,0.177788849036909,Aspartate + C,0,0.8944,1
"6281",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.0605,0.0618,0,0.7338,1,0.01,0,0.177788849036909,Aspartate + C,3.20027777777778,0.8944,1
"6282",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.2216,0.0621,0.1595,0.7338,1,0.1695,0.151944826069989,0.177788849036909,Aspartate + C,21.8272222222222,0.8944,1
"6283",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.4967,0.0702,0.4265,0.7338,1,0.4365,0.177788849036909,0.177788849036909,Aspartate + C,27.1477777777778,0.8944,1
"6284",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.8944,0.1606,0.7338,0.7338,1,0.7438,0.0237977563640062,0.177788849036909,Aspartate + C,49.5441666666667,0.8944,1
"6285",X253,F7,12B01,Vibrionales,Vibrio splendidus,0.577,0.2537,0.3233,0.7338,1,0.3333,-0.0119588701959395,0.177788849036909,Aspartate + C,116.668333333333,0.8944,1
"6286",X1,A1,1A01,Vibrionales,Vibrio lentus/splendidus,0.0625,0.0625,0,0.7826,1,0.01,NA,0.443928898204496,Aspartate + C,0,0.9828,1
"6287",X1,A1,1A01,Vibrionales,Vibrio lentus/splendidus,0.0976,0.0662,0.0314,0.7826,1,0.0414,0.443928898204496,0.443928898204496,Aspartate + C,3.20027777777778,0.9828,1
"6288",X1,A1,1A01,Vibrionales,Vibrio lentus/splendidus,0.3684,0.0803,0.2881,0.7826,1,0.2981,0.105983465282818,0.443928898204496,Aspartate + C,21.8272222222222,0.9828,1
"6289",X1,A1,1A01,Vibrionales,Vibrio lentus/splendidus,0.3314,0.0897,0.2417,0.7826,1,0.2517,-0.0317995173203467,0.443928898204496,Aspartate + C,27.1477777777778,0.9828,1
"6290",X1,A1,1A01,Vibrionales,Vibrio lentus/splendidus,0.9828,0.2002,0.7826,0.7826,1,0.7926,0.0512172200753374,0.443928898204496,Aspartate + C,49.5441666666667,0.9828,1
